x,y,population_density,traffic_flow,competitor_count,is_commercial
3.625.597.965.590.940,9.928.039.781.860.140,7.838.277.375.573.430,922.299.514.546.109,0,0
8.057.145.256.682.170,12.718.245.363.251.000,43.937.697.671.090.600,47.730.097.424.527.600,0,0
328.179.482.797.612,72.348.383.836.057.300,31.278.130.982.420.000,9.550.827.776.794.380,0,0
209.059.373.706.846,8.785.307.492.071.550,10.091.006.077.456.400,5.873.740.051.198.680,1,0
8.468.834.187.530.680,30.183.466.089.289.500,4.999.901.983.735.570,5.001.123.781.837.090,1,0
4.666.931.208.844.080,6.502.969.740.735.070,7.594.941.791.271.260,18.773.937.339.518.700,7,0
48.213.209.891.984.100,3.290.057.296.622.320,7.317.776.506.493.960,1.937.269.247.115.860,3,0
8.409.087.104.029.070,3.914.542.707.944.710,18.688.960.526.983.900,5.153.704.227.968.550,2,1
22.123.869.644.606.300,2.621.129.720.167.960,20.257.218.841.821.300,4.239.658.772.772.930,3,0
38.099.127.366.839.900,3.430.440.057.930.100,5.848.079.985.142.290,12.040.182.946.929.100,3,1
808.405.738.893.691,41.070.040.058.654.300,3.490.277.334.612.110,4.913.467.707.164.540,2,0
8.236.236.107.489.730,7.204.160.690.923.420,17.522.069.302.246.100,37.286.992.042.283.500,1,0
3.846.110.759.787.680,5.115.361.942.347.910,839.494.411.526.324,1.187.002.396.498.250,7,1
4.591.240.232.866.800,943.565.217.156.977,6.053.628.905.934.070,1.920.828.979.708.160,0,0
30.328.589.084.928.200,4.188.039.383.877.550,41.309.463.017.030.400,7.176.261.439.356.360,1,0
932.554.878.419.312,50.306.832.263.202.800,862.327.741.678.216,4.692.535.942.379.980,1,0
11.864.376.574.158.000,5.842.247.888.317.180,2.071.760.391.309.950,4.098.997.248.069.740,2,0
93.374.942.300.147,9.201.969.860.742.730,-2.629.142.975.880.580,6.578.082.119.477.530,0,0
6.838.664.518.353.430,4.915.852.362.142.750,5.569.165.248.213.660,6.928.862.779.664.910,0,0
5.315.721.526.867.310,57.349.958.493.521.600,922.577.860.986.841,19.522.316.719.173.900,2,1
32.659.060.784.495.800,853.629.928.527.957,10.137.860.745.175.000,45.124.022.004.955.000,0,0
4.755.961.918.220.080,24.192.772.811.923.600,4.284.690.585.115.150,19.596.204.536.756.200,1,0
40.774.810.500.273.200,8.762.923.485.239.370,14.966.912.381.275.100,15.259.052.495.314.900,0,0
16.121.881.197.512.200,19.043.409.274.291.800,3.941.033.290.487.320,36.780.308.182.788.800,0,0
656.409.603.500.657,7.324.546.291.337.290,39.311.591.596.781.300,9.407.695.792.120.500,2,0
9.711.509.073.682.850,933.113.221.168.653,18.545.594.740.335.600,6.190.955.524.587.490,0,0
56.218.881.106.452.500,6.571.976.616.400.620,6.085.905.492.888.960,19.124.126.669.729.400,4,0
7.147.532.764.439.450,43.902.924.398.044.700,5.453.509.853.730.970,6.364.949.410.291.450,3,1
6.845.045.256.601.670,4.488.101.647.271.800,-4.234.887.930.425.860,50.430.365.506.597.400,0,0
4.176.669.958.169.940,9.201.138.133.226.280,12.056.200.894.803.800,1.789.925.185.801.710,2,0
11.635.848.516.449.500,4.702.962.226.915.740,2.013.480.637.890.720,6.144.476.418.462.850,0,1
6.127.958.355.365.100,2.899.674.433.594.800,254.985.364.526.895,1.232.265.111.799.130,0,0
9.384.821.582.141.540,689.821.071.328.762,49.775.367.312.929.700,4.382.019.027.506.500,0,0
6.617.777.324.716.380,4.818.372.535.762.580,7.000.277.359.003.470,10.009.513.460.253.700,5,0
7.680.304.831.442.150,12.434.531.744.241.000,5.533.009.703.720.800,3.990.899.641.595.160,0,1
35.466.620.498.508.200,2.142.718.093.102.590,27.963.109.274.058.100,11.304.894.106.984.000,4,0
55.066.337.944.085.100,6.449.068.045.584.620,14.230.157.730.830.200,18.527.628.663.289.800,0,0
40.320.775.613.325.200,57.429.353.970.857.300,8.426.004.113.820.290,14.907.420.140.890.900,1,1
8.336.440.104.751.720,62.202.947.925.200.900,2.137.396.158.560.460,4.800.657.293.922.860,2,0
8.146.710.047.099.890,50.574.229.835.544.400,29.197.057.149.863.700,4.476.331.589.538.480,3,0
61.183.102.010.322.100,8.171.021.330.026.140,26.789.105.153.178.800,14.488.434.886.156.800,2,0
37.345.794.513.270.500,8.610.088.213.080.130,10.840.281.396.761.200,11.488.854.137.262.400,2,0
25.533.637.376.324.400,6.156.243.966.831.260,4.029.303.268.841.380,534.110.602.583.773,2,0
10.587.431.821.312.900,12.756.479.707.430.500,52.765.064.654.950.100,4.926.216.730.650.990,0,0
354.897.683.486.554,6.952.296.557.477.350,4.990.596.035.155.580,10.427.756.431.284.200,2,0
4.131.725.172.077.190,41.799.921.692.035.100,8.310.693.226.987.430,1.425.842.437.741.870,2,1
6.758.229.251.040.730,565.557.483.226.387,6.127.819.384.428.160,7.632.615.386.553.330,3,0
6.581.598.242.975.730,6.490.806.020.188.840,5.542.737.861.591.820,8.676.418.822.143.090,1,1
70.108.139.641.256.900,3.502.366.143.270.760,4.250.099.472.495.870,5.846.735.958.047.550,0,0
39.525.931.543.115.700,9.170.985.051.717.940,41.327.632.626.271.600,12.781.010.917.542.700,1,0
18.177.886.721.736.100,1.339.748.667.497.810,7.465.357.961.398.000,3.339.108.164.705.390,0,0
1.568.127.053.168.050,6.715.118.072.810.370,1.762.015.438.595.640,30.744.567.665.981.200,0,0
8.273.021.497.372.450,43.595.799.565.804.200,26.170.015.269.307.800,36.003.923.732.356.900,0,0
4.191.521.671.625.750,9.246.511.054.051.800,46.706.717.624.352.600,6.361.954.532.477.670,0,0
4.191.828.759.021.210,1.125.041.332.380.910,12.111.105.600.425.200,15.837.110.651.618.400,1,0
1.682.036.557.665.180,9.488.423.014.757.460,-10.468.499.597.017.600,5.562.279.039.886.910,0,0
879.330.215.678.474,3.330.076.330.522.440,11.470.715.674.381.900,5.547.747.482.005.490,1,1
55.704.051.327.503.500,3.735.662.860.390.800,7.758.184.405.590.310,17.804.117.588.338.800,3,1
231.380.636.376.848,21.430.007.232.287.800,12.100.711.255.906.700,5.331.882.728.870.250,0,0
5.024.272.871.663.760,5.851.216.609.271.240,9.109.465.420.522.590,2.104.010.828.837.060,3,1
7.314.863.597.031.150,44.291.409.804.196.300,4.730.211.990.611.420,617.516.675.053.939,1,1
9.581.180.089.194.330,34.175.589.041.087.400,-5.026.413.238.969.530,6.399.513.175.691.730,0,0
22.044.600.424.541.800,31.965.206.225.530.000,23.747.738.098.790.700,592.218.334.243.892,1,0
8.861.817.721.293.450,8.104.329.135.731.700,12.385.083.890.582.300,43.908.660.884.339.300,0,0
9.343.041.141.674.900,6.897.015.348.618.680,6.730.005.365.031.320,4.504.068.956.718.550,1,0
9.164.205.445.320.660,7.248.708.535.798.800,4.114.956.901.847.900,42.751.092.987.613.800,0,0
6.354.143.568.619.090,6.981.169.240.835.230,5.201.780.908.889.520,12.214.178.946.141.700,1,1
62.982.065.443.470.700,31.097.302.138.303.300,56.636.080.764.401.600,1.105.333.920.517.560,2,1
4.032.106.331.838.220,9.966.392.207.677.580,14.035.733.273.299.300,13.591.488.060.580.600,1,0
7.523.978.823.037.870,272.467.184.033.096,18.958.135.469.549.600,5.940.306.166.465.210,1,0
5.312.940.183.509.310,8.317.853.001.851.590,2.946.649.497.672.840,19.186.038.613.076.500,1,1
6.774.380.712.282.940,9.804.707.977.830.710,849.297.700.130.618,8.402.125.071.574.360,0,0
4.284.579.038.487.950,4.938.470.147.415.610,9.381.451.752.262.080,18.502.947.044.835.700,8,1
7.314.964.640.431.390,970.035.492.304.222,6.504.214.826.548.760,6.942.000.940.257.030,0,0
824.471.517.604.549,14.004.481.213.422.900,36.547.598.704.386.200,51.046.221.770.188.800,0,0
1.464.362.566.028.160,3.220.805.753.162.650,8.511.310.043.432.840,36.205.228.306.498.700,0,0
832.929.715.574.228,5.785.853.485.929.490,20.879.618.613.562.000,4.558.811.274.996.870,0,0
54.029.653.179.030.700,7.509.364.580.531.390,15.445.872.266.854.600,19.541.316.228.721.200,2,0
8.446.659.090.902.240,9.433.572.987.098.810,-25.323.109.232.958.000,3.868.450.088.201.960,0,0
4.313.017.063.410.140,3.650.836.732.844.000,750.855.158.018.324,18.988.002.905.796.900,7,1
37.904.048.538.303.500,9.125.842.179.248.230,10.021.494.298.980.400,12.231.782.027.731.100,1,0
9.150.607.325.172.220,7.805.218.027.570.210,2.801.933.066.479.970,50.515.722.120.910.500,0,0
2.511.692.675.484.010,7.554.372.725.155.810,19.070.937.003.916.600,5.011.912.027.488.240,1,1
8.442.123.252.861.430,60.671.957.978.223.200,19.939.644.818.117.100,5.536.850.707.229.730,3,0
4.840.205.725.094.040,62.678.381.705.184.400,7.985.008.909.851.120,18.651.708.922.586.500,0,1
5.140.954.425.512.590,6.380.032.352.162.480,7.435.377.620.505.440,22.016.619.162.608.900,1,0
308.468.281.489.484,6.287.213.870.255.820,5.203.800.723.530.950,8.713.422.134.021.250,1,1
5.730.422.006.190.150,5.537.282.313.983.610,9.345.322.590.789.240,1.747.217.048.264.330,5,0
3.252.111.962.762.110,986.414.018.482.889,6.154.641.095.407.000,6.865.552.948.213.150,0,0
3.926.941.424.165.230,7.322.905.674.256.960,11.576.473.689.928.000,5.205.781.949.745.190,0,0
27.199.860.534.435.600,7.769.463.883.925.210,16.264.097.900.395.600,7.324.046.256.444.370,0,0
6.379.043.406.590.670,8.724.628.150.836.740,-12.860.865.224.186.800,5.593.182.143.596.570,0,0
9.783.547.870.568.560,21.563.976.272.584.900,6.787.021.272.485.070,39.980.520.550.412.800,0,0
9.657.472.098.197.470,8.380.415.909.506.070,26.989.740.072.252.100,4.350.198.473.646.000,0,0
395.155.297.472.305,4.828.944.365.985.980,8.895.538.434.214.950,13.205.595.214.336.200,8,0
728.370.854.339.646,5.140.806.956.192.730,546.452.693.251.638,5.502.161.802.299.680,1,0
34.580.609.841.042.400,8.291.817.799.499.170,2.043.457.309.105.500,11.097.632.055.060.700,0,1
671.093.157.085.976,4.437.835.792.823.350,6.703.187.096.903.720,6.549.862.060.631.170,3,1
8.054.300.430.459.790,5.708.530.255.443.120,31.249.934.920.655.800,5.797.296.116.928.510,1,0
9.467.562.446.922.400,5.270.709.385.134.580,6.536.826.614.580.690,3.708.391.688.878.900,0,0
400.212.275.849.672,38.202.783.757.391.000,1.897.637.712.374.070,13.156.021.150.886,0,0
7.832.979.829.560.470,615.214.896.596.914,3.323.199.208.898.910,3.261.483.330.526.140,3,1
2.659.284.506.321.180,8.280.432.857.742.520,1.684.645.655.532.850,542.000.987.092.651,1,0
9.903.323.037.936.480,15.750.054.807.580.300,-22.118.463.786.546.400,6.510.821.873.453.690,0,0
25.769.598.764.351.100,59.433.173.392.659.500,784.614.075.532.328,5.265.020.384.111.630,0,0
603.528.806.501.121,5.936.105.444.464.140,834.291.200.734.242,12.578.681.010.274.700,4,1
6.595.059.816.513.270,16.418.496.405.635.800,17.762.991.949.670.500,10.220.751.840.002.800,0,0
6.880.455.570.741.280,12.346.357.373.073.600,8.469.423.602.965.740,8.791.269.360.369.220,1,0
12.038.757.878.908.900,9.800.519.429.764.840,12.951.560.355.184.000,5.115.186.299.778.330,0,0
9.385.297.834.731.300,39.371.916.965.303.700,619.531.232.179.963,7.035.749.545.157.890,0,0
1.811.832.790.500.820,22.742.172.872.352.900,9.238.020.892.155.490,5.914.657.255.768.080,0,0
6.227.534.032.398.410,17.132.454.445.437.400,22.765.562.599.199.800,12.743.960.488.137.300,0,0
22.267.607.912.308.400,667.601.713.583.235,2.210.381.939.083.610,4.517.280.091.578.300,4,0
3.072.164.170.212.700,6.094.452.973.272.780,4.977.030.764.479.420,7.966.518.292.724.150,3,0
54.645.854.172.812.400,6.435.521.229.874.170,7.529.163.400.906.310,18.682.285.046.369.000,5,1
41.719.341.856.457.600,8.800.602.751.145.220,10.931.153.642.873.600,16.166.036.281.250.300,0,0
1.602.256.009.765.060,8.935.345.834.984.360,443.898.135.109.801,4.362.101.736.389.200,2,0
17.093.640.242.084.800,3.892.663.968.090.480,2.778.726.171.514.050,519.489.620.152.146,0,0
41.814.478.816.279.900,31.336.940.643.035.700,59.816.707.379.593.700,14.913.061.879.424.300,3,0
7.572.829.782.755.000,4.623.614.472.477.390,44.744.243.419.275,34.007.603.094.933.000,0,1
8.979.646.468.477.880,3.900.660.657.476.280,8.948.023.699.511.910,6.003.762.186.808.800,0,0
8.412.766.225.938.280,8.635.770.031.391.450,4.509.291.959.126.780,3.500.244.522.669.580,0,0
39.310.390.755.940.100,9.292.609.751.978.920,7.083.499.174.092.810,13.578.719.364.193.800,1,0
10.024.556.372.287.600,3.034.532.164.496.060,8.585.000.834.582.170,5.338.083.723.560.950,0,0
16.592.480.632.597.800,8.639.358.074.599.540,7.023.835.969.567.940,5.326.689.411.791.560,0,0
6.617.186.826.439.560,7.815.231.295.330.670,29.876.573.826.776.800,8.773.757.842.633.080,3,1
6.024.494.419.665.870,9.308.076.723.447.610,4.689.603.726.775.060,1.414.636.641.440.740,0,0
16.301.911.381.488.600,24.575.031.218.588.700,3.930.174.711.093.280,5.522.282.915.990.930,2,0
2.338.128.330.930.640,57.695.915.012.097.900,37.659.368.973.470.500,6.168.956.376.568.140,3,1
2.370.775.364.451.830,27.454.458.474.044.400,45.140.138.480.369.100,6.733.619.172.500.650,0,0
8.349.472.056.944.030,8.240.944.904.843.740,7.075.080.195.212.410,5.289.138.671.559.070,1,1
9.746.905.960.485.510,5.324.190.571.064.250,39.773.681.563.775.400,50.642.407.504.403.300,0,0
13.545.953.679.469.000,5.648.191.628.863.960,19.332.965.323.351.200,41.127.886.618.141.500,1,0
23.147.521.376.529.800,339.203.431.271.918,27.698.513.456.583.100,5.843.644.623.443.060,0,0
868.409.523.946.934,32.268.370.707.782.000,5.397.611.164.164.180,5.684.320.544.108.470,1,0
9.264.637.979.561.840,644.906.323.864.917,7.207.380.697.050.230,48.093.826.101.605.300,0,0
4.196.273.828.068.100,851.484.449.313.994,2.277.477.975.561.600,16.404.351.941.942.700,3,0
5.062.247.226.907.410,6.091.953.913.933.260,5.726.281.222.078.270,4.708.101.846.115.250,0,0
393.918.336.928.194,8.531.729.786.467.220,1.567.909.148.524.820,567.136.341.641.298,0,0
5.739.498.660.690.100,26.459.711.188.102.900,479.821.684.187.657,17.324.096.010.994.200,1,0
392.895.108.893.179,5.195.018.547.649.810,83.184.535.966.968,14.351.255.167.005.700,5,0
28.652.427.577.654.500,450.536.539.067.076,790.413.277.184.382,5.118.069.108.818.790,0,0
5.832.523.923.125.560,11.644.899.503.096.200,9.563.840.543.703.320,1.456.690.455.762.300,1,0
11.302.536.589.022.400,5.568.121.431.407.400,4.334.136.471.371.350,43.881.846.863.153,0,1
7.873.719.581.492.720,661.524.324.146.175,22.319.742.142.280.700,5.836.609.968.075.480,0,0
30.643.282.270.337.100,59.191.440.441.907.000,5.612.943.983.489.470,9.752.791.228.704.880,4,1
402.580.030.092.321,7.362.798.987.834.210,-31.290.531.857.597.900,4.659.665.069.545.740,0,0
58.835.222.098.315.300,5.713.395.284.530.770,8.612.348.506.934.750,156.085.861.424.553,4,1
3.976.844.144.330.540,6.675.025.485.075.690,97.548.554.208.295,13.331.273.724.499.700,0,1
9.738.004.133.571.490,11.644.552.408.471.100,5.987.851.424.919.470,4.026.233.136.193.770,0,0
5.441.986.625.037.020,5.964.745.775.439.520,86.287.721.500.416,17.927.823.518.298.800,2,1
2.752.391.810.370.080,2.749.791.919.736.400,2.946.639.927.559.480,41.173.568.642.199.400,0,0
7.094.388.646.339.740,7.964.512.903.476.580,3.764.101.977.318.950,8.026.769.492.455.930,0,0
27.149.200.254.271.100,42.960.274.344.854.600,4.786.725.112.122.600,387.201.108.244.046,2,0
9.042.432.914.075.650,5.543.225.980.836.550,7.923.153.135.359.070,47.404.143.579.696.800,0,1
3.747.219.705.073.760,3.287.459.883.496.060,5.637.787.563.993.080,1.066.552.041.007.070,3,0
5.498.685.627.762.050,7.204.337.022.257.770,5.189.386.058.113.390,17.361.764.211.480.100,3,0
50.573.103.824.228.800,6.437.706.081.012.440,7.081.743.635.767.130,6.377.139.329.722.610,0,0
4.261.212.379.522.300,33.281.836.109.167.100,639.919.597.739.964,16.618.559.693.562.100,5,1
832.363.539.660.995,7.548.725.289.085.600,1.141.020.482.612.300,409.449.502.719.158,0,0
8.056.488.053.633.410,6.486.950.425.330.350,22.594.689.056.382.100,4.550.918.024.904.310,1,0
22.431.855.885.352.600,6.374.453.787.179.020,29.545.174.208.435.900,4.570.076.045.586.030,0,1
2.260.790.710.105.620,55.342.770.078.706.800,38.013.546.541.821.400,5.308.644.648.576.890,2,0
8.173.053.122.132.360,11.389.668.088.552.700,1.558.322.558.864.360,5.270.569.300.677.030,0,0
9.303.984.201.693.250,6.965.071.834.768.890,8.375.341.403.255.320,6.896.999.051.879.760,0,0
9.536.092.127.300.350,37.604.179.110.915.600,1.029.744.727.861.240,3.087.874.450.774.460,2,0
45.005.863.942.622.500,9.426.097.101.586.550,7.324.928.734.556.030,18.206.520.699.872.600,0,0
33.745.427.896.422.800,8.179.847.710.772.050,1.976.481.537.972.430,8.687.234.362.968.290,2,0
8.706.884.554.574.390,5.876.944.695.313.120,14.160.114.800.698.900,596.211.795.076.193,1,0
8.352.491.468.001.870,25.218.198.181.926.900,4.229.005.825.763.410,5.357.386.383.362.840,0,0
21.112.594.255.803.700,20.371.739.327.766.600,17.854.313.388.742.200,5.821.587.939.826.430,1,0
7.524.683.375.864.940,3.403.848.376.775.490,3.004.641.697.312.860,5.964.511.667.639.920,4,0
5.129.384.898.121.550,47.656.794.358.001.800,7.181.251.537.442.840,40.686.458.305.136.200,1,0
4.925.353.807.142.890,29.606.551.003.894.700,582.561.588.538.434,211.695.332.512.583,2,0
44.210.703.467.972,5.149.294.953.924.820,9.488.872.823.576.850,18.484.142.169.003.900,5,1
3.344.011.789.887.480,16.537.042.551.318.500,16.514.513.988.322.600,972.275.916.157.488,0,0
39.457.231.531.892.300,9.777.128.128.254.990,585.864.230.805.343,14.868.679.617.740.200,1,0
5.299.405.869.302.320,10.792.455.496.499.300,9.344.507.202.585.310,19.760.190.968.083.700,0,0
16.136.735.838.838.300,931.944.139.654.372,5.426.891.623.442.370,6.529.523.375.621.340,0,0
5.719.958.782.835.920,9.135.780.114.026.940,12.946.229.492.469.400,16.953.013.179.908.000,0,0
8.054.323.292.999.860,525.360.481.819.498,27.179.520.098.966.200,4.922.308.517.330.520,0,0
7.601.609.297.901.590,7.249.102.718.360.840,15.994.031.403.268.500,5.501.974.808.933.650,1,1
15.389.990.469.377.300,4.360.482.979.725.870,1.832.674.505.990.600,5.013.738.850.813.260,0,0
1.492.494.697.414.730,6.300.345.775.424.380,1.666.353.595.452.720,4.512.569.433.304.310,2,0
26.817.436.774.491.300,3.405.759.374.211.180,4.491.752.072.237.240,7.653.002.669.051.550,3,1
3.610.747.263.410.370,30.115.901.978.544.500,4.955.756.541.761.180,1.101.097.716.770.310,3,1
4.084.555.814.084.820,5.782.297.861.695.130,7.799.961.664.638.360,14.960.113.677.177.900,1,1
6.796.972.168.333.450,4.981.296.741.839.800,6.471.665.681.633.090,8.372.963.733.693.640,2,1
566.804.321.658.354,5.795.363.691.499.810,7.760.763.173.206.170,798.066.444.752.574,1,0
34.672.704.226.066.300,286.660.581.287.023,4.540.696.037.069.420,3.868.573.809.213.900,0,0
39.191.056.294.390.900,36.695.783.181.699.500,6.531.633.074.094.720,1.251.851.903.920.680,4,1
6.971.636.921.379.800,838.979.606.289.093,6.658.876.483.548.240,5.767.078.778.805.430,0,0
19.343.534.295.648.200,5.227.637.227.220.570,36.817.168.241.543.500,49.039.535.178.205.100,0,0
6.415.044.812.562.510,25.345.712.967.301.600,33.107.478.683.189.300,10.757.224.973.578.800,1,1
25.982.813.794.029.900,7.424.685.933.054.570,5.823.379.727.882.570,5.373.231.761.667.210,0,0
8.860.861.088.135.160,1.037.747.086.347.400,45.019.220.191.972.900,44.689.676.207.055.000,2,0
8.956.899.442.666.160,8.129.284.053.939.370,6.676.768.572.455.350,5.148.378.043.232.330,0,0
2.972.872.042.813.260,388.736.970.166.893,5.916.701.692.734.530,6.420.007.523.905.930,1,0
2.299.937.539.632.400,6.589.427.939.347.420,2.782.270.224.729.070,5.701.930.901.908.010,1,0
4.113.039.720.662.310,27.255.774.881.540.000,4.961.888.152.555.690,16.236.129.683.262.300,3,0
2.405.315.851.801.480,8.715.456.807.081.260,8.602.748.580.243.300,6.194.842.637.368.980,0,1
6.723.838.432.917.030,4.849.922.845.774.990,69.181.097.898.830.800,927.579.936.261.379,5,1
8.260.646.845.482.850,30.557.645.932.782.500,14.670.303.138.071.500,6.159.610.581.696.410,0,0
673.092.130.911.217,5.176.389.356.894.340,6.700.500.267.485.290,8.636.332.638.302.620,4,1
8.243.504.472.493.490,3.819.580.190.452.680,227.766.470.813.057,4.919.276.027.795.630,0,0
3.969.921.622.074.740,5.643.010.646.698.300,9.048.695.872.283.150,13.052.136.842.199.500,2,0
15.631.697.070.886.000,11.453.286.832.634.800,44.695.098.808.080.100,4.649.671.731.283.570,0,0
7.379.509.473.975.920,9.969.905.028.125.510,4.141.570.808.447.220,5.360.593.633.577.310,0,0
36.047.450.514.155.300,4.255.558.776.967.170,7.065.589.819.634.510,11.398.797.784.849.000,3,0
6.712.708.252.291.320,3.482.306.397.073.680,5.048.992.580.592.760,880.711.761.403.153,5,0
